metric,cpu_strategy,request_rate_strategy
success_rate,0.9295184926727146,0.9373737373737374
avg_response_time_ms,970.6417442942919,959.9272008620709
p95_response_time_ms,1175.7360999999946,1026.3390000000072
p99_response_time_ms,1935.852699999998,1691.8502999999987
avg_cpu_utilization,0.6520388026107498,0.19916741836750262
max_desired_capacity,2.0,2.0
scale_out_events,0.0,0.0
